schema|object_name|grantee|privilege_type|is_grantable
pg_catalog|float4|PUBLIC|EXECUTE|NO
pg_catalog|float4|PUBLIC|EXECUTE|NO
pg_catalog|float48div|PUBLIC|EXECUTE|NO
pg_catalog|float48eq|PUBLIC|EXECUTE|NO
pg_catalog|float48ge|PUBLIC|EXECUTE|NO
pg_catalog|float48gt|PUBLIC|EXECUTE|NO
pg_catalog|float48le|PUBLIC|EXECUTE|NO
pg_catalog|float48lt|PUBLIC|EXECUTE|NO
pg_catalog|float48mi|PUBLIC|EXECUTE|NO
pg_catalog|float48mul|PUBLIC|EXECUTE|NO
pg_catalog|float48ne|PUBLIC|EXECUTE|NO
pg_catalog|float48pl|PUBLIC|EXECUTE|NO
pg_catalog|float4_accum|PUBLIC|EXECUTE|NO
pg_catalog|float4abs|PUBLIC|EXECUTE|NO
pg_catalog|float4div|PUBLIC|EXECUTE|NO
pg_catalog|float4eq|PUBLIC|EXECUTE|NO
pg_catalog|float4ge|PUBLIC|EXECUTE|NO
pg_catalog|float4gt|PUBLIC|EXECUTE|NO
pg_catalog|float4in|PUBLIC|EXECUTE|NO
pg_catalog|float4larger|PUBLIC|EXECUTE|NO
pg_catalog|float4le|PUBLIC|EXECUTE|NO
pg_catalog|float4lt|PUBLIC|EXECUTE|NO
pg_catalog|float4mi|PUBLIC|EXECUTE|NO
pg_catalog|float4mul|PUBLIC|EXECUTE|NO
pg_catalog|float4ne|PUBLIC|EXECUTE|NO
pg_catalog|float4out|PUBLIC|EXECUTE|NO
pg_catalog|float4pl|PUBLIC|EXECUTE|NO
pg_catalog|float4recv|PUBLIC|EXECUTE|NO
pg_catalog|float4send|PUBLIC|EXECUTE|NO
pg_catalog|float4smaller|PUBLIC|EXECUTE|NO
pg_catalog|float4um|PUBLIC|EXECUTE|NO
pg_catalog|float4up|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float8|PUBLIC|EXECUTE|NO
pg_catalog|float84div|PUBLIC|EXECUTE|NO
pg_catalog|float84eq|PUBLIC|EXECUTE|NO
pg_catalog|float84ge|PUBLIC|EXECUTE|NO
pg_catalog|float84gt|PUBLIC|EXECUTE|NO
pg_catalog|float84le|PUBLIC|EXECUTE|NO
pg_catalog|float84lt|PUBLIC|EXECUTE|NO
pg_catalog|float84mi|PUBLIC|EXECUTE|NO
pg_catalog|float84mul|PUBLIC|EXECUTE|NO
pg_catalog|float84ne|PUBLIC|EXECUTE|NO
pg_catalog|float84pl|PUBLIC|EXECUTE|NO
pg_catalog|float8_accum|PUBLIC|EXECUTE|NO
pg_catalog|float8_avg|PUBLIC|EXECUTE|NO
pg_catalog|float8_combine|PUBLIC|EXECUTE|NO
pg_catalog|float8_corr|PUBLIC|EXECUTE|NO
pg_catalog|float8_covar_pop|PUBLIC|EXECUTE|NO
pg_catalog|float8_covar_samp|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_accum|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_avgx|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_avgy|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_combine|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_intercept|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_r2|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_slope|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_sxx|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_sxy|PUBLIC|EXECUTE|NO
pg_catalog|float8_regr_syy|PUBLIC|EXECUTE|NO
pg_catalog|float8_stddev_pop|PUBLIC|EXECUTE|NO
pg_catalog|float8_stddev_samp|PUBLIC|EXECUTE|NO
pg_catalog|float8_var_pop|PUBLIC|EXECUTE|NO
pg_catalog|float8_var_samp|PUBLIC|EXECUTE|NO
pg_catalog|float8abs|PUBLIC|EXECUTE|NO
pg_catalog|float8div|PUBLIC|EXECUTE|NO
pg_catalog|float8eq|PUBLIC|EXECUTE|NO
pg_catalog|float8ge|PUBLIC|EXECUTE|NO
pg_catalog|float8gt|PUBLIC|EXECUTE|NO
pg_catalog|float8in|PUBLIC|EXECUTE|NO
pg_catalog|float8larger|PUBLIC|EXECUTE|NO
pg_catalog|float8le|PUBLIC|EXECUTE|NO
pg_catalog|float8lt|PUBLIC|EXECUTE|NO
pg_catalog|float8mi|PUBLIC|EXECUTE|NO
pg_catalog|float8mul|PUBLIC|EXECUTE|NO
pg_catalog|float8ne|PUBLIC|EXECUTE|NO
pg_catalog|float8out|PUBLIC|EXECUTE|NO
pg_catalog|float8pl|PUBLIC|EXECUTE|NO
pg_catalog|float8recv|PUBLIC|EXECUTE|NO
pg_catalog|float8send|PUBLIC|EXECUTE|NO
pg_catalog|float8smaller|PUBLIC|EXECUTE|NO
pg_catalog|float8um|PUBLIC|EXECUTE|NO
pg_catalog|float8up|PUBLIC|EXECUTE|NO
pg_catalog|floor|PUBLIC|EXECUTE|NO
pg_catalog|floor|PUBLIC|EXECUTE|NO
pg_catalog|flt4_mul_cash|PUBLIC|EXECUTE|NO
pg_catalog|flt8_mul_cash|PUBLIC|EXECUTE|NO
pg_catalog|fmgr_c_validator|PUBLIC|EXECUTE|NO
pg_catalog|fmgr_internal_validator|PUBLIC|EXECUTE|NO
pg_catalog|fmgr_sql_validator|PUBLIC|EXECUTE|NO
pg_catalog|format|PUBLIC|EXECUTE|NO
pg_catalog|format|PUBLIC|EXECUTE|NO
pg_catalog|format_type|PUBLIC|EXECUTE|NO
pg_catalog|gb18030_to_utf8|PUBLIC|EXECUTE|NO
pg_catalog|gbk_to_utf8|PUBLIC|EXECUTE|NO
pg_catalog|gcd|PUBLIC|EXECUTE|NO
pg_catalog|gcd|PUBLIC|EXECUTE|NO
pg_catalog|gcd|PUBLIC|EXECUTE|NO
pg_catalog|gen_random_uuid|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series|PUBLIC|EXECUTE|NO
pg_catalog|generate_series_int4_support|PUBLIC|EXECUTE|NO
pg_catalog|generate_series_int8_support|PUBLIC|EXECUTE|NO
pg_catalog|generate_subscripts|PUBLIC|EXECUTE|NO
pg_catalog|generate_subscripts|PUBLIC|EXECUTE|NO
pg_catalog|get_bit|PUBLIC|EXECUTE|NO
pg_catalog|get_bit|PUBLIC|EXECUTE|NO
pg_catalog|get_byte|PUBLIC|EXECUTE|NO
pg_catalog|get_current_ts_config|PUBLIC|EXECUTE|NO
pg_catalog|getdatabaseencoding|PUBLIC|EXECUTE|NO
pg_catalog|getpgusername|PUBLIC|EXECUTE|NO
pg_catalog|gin_clean_pending_list|PUBLIC|EXECUTE|NO
pg_catalog|gin_cmp_prefix|PUBLIC|EXECUTE|NO
pg_catalog|gin_cmp_tslexeme|PUBLIC|EXECUTE|NO
pg_catalog|gin_compare_jsonb|PUBLIC|EXECUTE|NO
pg_catalog|gin_consistent_jsonb|PUBLIC|EXECUTE|NO
pg_catalog|gin_consistent_jsonb_path|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_jsonb|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_jsonb_path|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_jsonb_query|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_jsonb_query_path|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_tsquery|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_tsquery|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_tsquery|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_tsvector|PUBLIC|EXECUTE|NO
pg_catalog|gin_extract_tsvector|PUBLIC|EXECUTE|NO
pg_catalog|gin_triconsistent_jsonb|PUBLIC|EXECUTE|NO
pg_catalog|gin_triconsistent_jsonb_path|PUBLIC|EXECUTE|NO
pg_catalog|gin_tsquery_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gin_tsquery_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gin_tsquery_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gin_tsquery_triconsistent|PUBLIC|EXECUTE|NO
pg_catalog|ginarrayconsistent|PUBLIC|EXECUTE|NO
pg_catalog|ginarrayextract|PUBLIC|EXECUTE|NO
pg_catalog|ginarrayextract|PUBLIC|EXECUTE|NO
pg_catalog|ginarraytriconsistent|PUBLIC|EXECUTE|NO
pg_catalog|ginhandler|PUBLIC|EXECUTE|NO
pg_catalog|ginqueryarrayextract|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_distance|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_penalty|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_picksplit|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_same|PUBLIC|EXECUTE|NO
pg_catalog|gist_box_union|PUBLIC|EXECUTE|NO
pg_catalog|gist_circle_compress|PUBLIC|EXECUTE|NO
pg_catalog|gist_circle_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gist_circle_distance|PUBLIC|EXECUTE|NO
pg_catalog|gist_point_compress|PUBLIC|EXECUTE|NO
pg_catalog|gist_point_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gist_point_distance|PUBLIC|EXECUTE|NO
pg_catalog|gist_point_fetch|PUBLIC|EXECUTE|NO
pg_catalog|gist_point_sortsupport|PUBLIC|EXECUTE|NO
pg_catalog|gist_poly_compress|PUBLIC|EXECUTE|NO
pg_catalog|gist_poly_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gist_poly_distance|PUBLIC|EXECUTE|NO
pg_catalog|gisthandler|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_compress|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_penalty|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_picksplit|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_same|PUBLIC|EXECUTE|NO
pg_catalog|gtsquery_union|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_compress|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_consistent|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_decompress|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_options|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_penalty|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_picksplit|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_same|PUBLIC|EXECUTE|NO
pg_catalog|gtsvector_union|PUBLIC|EXECUTE|NO
pg_catalog|gtsvectorin|PUBLIC|EXECUTE|NO
pg_catalog|gtsvectorout|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_any_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_column_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_database_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_foreign_data_wrapper_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_function_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_language_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_parameter_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_parameter_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_parameter_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_schema_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_sequence_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_server_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_table_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_tablespace_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|has_type_privilege|PUBLIC|EXECUTE|NO
pg_catalog|hash_aclitem|PUBLIC|EXECUTE|NO
pg_catalog|hash_aclitem_extended|PUBLIC|EXECUTE|NO
pg_catalog|hash_array|PUBLIC|EXECUTE|NO
pg_catalog|hash_array_extended|PUBLIC|EXECUTE|NO
pg_catalog|hash_multirange|PUBLIC|EXECUTE|NO
pg_catalog|hash_multirange_extended|PUBLIC|EXECUTE|NO
pg_catalog|hash_numeric|PUBLIC|EXECUTE|NO
pg_catalog|hash_numeric_extended|PUBLIC|EXECUTE|NO
pg_catalog|hash_range|PUBLIC|EXECUTE|NO
pg_catalog|hash_range_extended|PUBLIC|EXECUTE|NO
pg_catalog|hash_record|PUBLIC|EXECUTE|NO
pg_catalog|hash_record_extended|PUBLIC|EXECUTE|NO
pg_catalog|hashbpchar|PUBLIC|EXECUTE|NO
pg_catalog|hashbpcharextended|PUBLIC|EXECUTE|NO
pg_catalog|hashchar|PUBLIC|EXECUTE|NO
pg_catalog|hashcharextended|PUBLIC|EXECUTE|NO
pg_catalog|hashenum|PUBLIC|EXECUTE|NO
pg_catalog|hashenumextended|PUBLIC|EXECUTE|NO
pg_catalog|hashfloat4|PUBLIC|EXECUTE|NO
pg_catalog|hashfloat4extended|PUBLIC|EXECUTE|NO
pg_catalog|hashfloat8|PUBLIC|EXECUTE|NO
pg_catalog|hashfloat8extended|PUBLIC|EXECUTE|NO
pg_catalog|hashhandler|PUBLIC|EXECUTE|NO
pg_catalog|hashinet|PUBLIC|EXECUTE|NO
pg_catalog|hashinetextended|PUBLIC|EXECUTE|NO
pg_catalog|hashint2|PUBLIC|EXECUTE|NO
pg_catalog|hashint2extended|PUBLIC|EXECUTE|NO
pg_catalog|hashint4|PUBLIC|EXECUTE|NO
pg_catalog|hashint4extended|PUBLIC|EXECUTE|NO
pg_catalog|hashint8|PUBLIC|EXECUTE|NO
pg_catalog|hashint8extended|PUBLIC|EXECUTE|NO
pg_catalog|hashmacaddr|PUBLIC|EXECUTE|NO
pg_catalog|hashmacaddr8|PUBLIC|EXECUTE|NO
pg_catalog|hashmacaddr8extended|PUBLIC|EXECUTE|NO
pg_catalog|hashmacaddrextended|PUBLIC|EXECUTE|NO
pg_catalog|hashname|PUBLIC|EXECUTE|NO
pg_catalog|hashnameextended|PUBLIC|EXECUTE|NO
pg_catalog|hashoid|PUBLIC|EXECUTE|NO
pg_catalog|hashoidextended|PUBLIC|EXECUTE|NO
pg_catalog|hashoidvector|PUBLIC|EXECUTE|NO
pg_catalog|hashoidvectorextended|PUBLIC|EXECUTE|NO
pg_catalog|hashtext|PUBLIC|EXECUTE|NO
pg_catalog|hashtextextended|PUBLIC|EXECUTE|NO
pg_catalog|hashtid|PUBLIC|EXECUTE|NO
pg_catalog|hashtidextended|PUBLIC|EXECUTE|NO
pg_catalog|hashvarlena|PUBLIC|EXECUTE|NO
pg_catalog|hashvarlenaextended|PUBLIC|EXECUTE|NO
pg_catalog|heap_tableam_handler|PUBLIC|EXECUTE|NO
pg_catalog|height|PUBLIC|EXECUTE|NO
pg_catalog|host|PUBLIC|EXECUTE|NO
pg_catalog|hostmask|PUBLIC|EXECUTE|NO
pg_catalog|iclikejoinsel|PUBLIC|EXECUTE|NO
pg_catalog|iclikesel|PUBLIC|EXECUTE|NO
pg_catalog|icnlikejoinsel|PUBLIC|EXECUTE|NO
pg_catalog|icnlikesel|PUBLIC|EXECUTE|NO
pg_catalog|icregexeqjoinsel|PUBLIC|EXECUTE|NO
pg_catalog|icregexeqsel|PUBLIC|EXECUTE|NO
pg_catalog|icregexnejoinsel|PUBLIC|EXECUTE|NO
pg_catalog|icregexnesel|PUBLIC|EXECUTE|NO
pg_catalog|icu_unicode_version|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|in_range|PUBLIC|EXECUTE|NO
pg_catalog|index_am_handler_in|PUBLIC|EXECUTE|NO
pg_catalog|index_am_handler_out|PUBLIC|EXECUTE|NO
pg_catalog|inet_client_addr|PUBLIC|EXECUTE|NO
pg_catalog|inet_client_port|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_compress|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_consistent|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_fetch|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_penalty|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_picksplit|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_same|PUBLIC|EXECUTE|NO
pg_catalog|inet_gist_union|PUBLIC|EXECUTE|NO
pg_catalog|inet_in|PUBLIC|EXECUTE|NO
pg_catalog|inet_merge|PUBLIC|EXECUTE|NO
pg_catalog|inet_out|PUBLIC|EXECUTE|NO
pg_catalog|inet_recv|PUBLIC|EXECUTE|NO
pg_catalog|inet_same_family|PUBLIC|EXECUTE|NO
pg_catalog|inet_send|PUBLIC|EXECUTE|NO
pg_catalog|inet_server_addr|PUBLIC|EXECUTE|NO
pg_catalog|inet_server_port|PUBLIC|EXECUTE|NO
pg_catalog|inet_spg_choose|PUBLIC|EXECUTE|NO
pg_catalog|inet_spg_config|PUBLIC|EXECUTE|NO
pg_catalog|inet_spg_inner_consistent|PUBLIC|EXECUTE|NO
pg_catalog|inet_spg_leaf_consistent|PUBLIC|EXECUTE|NO
pg_catalog|inet_spg_picksplit|PUBLIC|EXECUTE|NO
pg_catalog|inetand|PUBLIC|EXECUTE|NO
pg_catalog|inetmi|PUBLIC|EXECUTE|NO
pg_catalog|inetmi_int8|PUBLIC|EXECUTE|NO
pg_catalog|inetnot|PUBLIC|EXECUTE|NO
pg_catalog|inetor|PUBLIC|EXECUTE|NO
pg_catalog|inetpl|PUBLIC|EXECUTE|NO
pg_catalog|initcap|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int2|PUBLIC|EXECUTE|NO
pg_catalog|int24div|PUBLIC|EXECUTE|NO
pg_catalog|int24eq|PUBLIC|EXECUTE|NO
pg_catalog|int24ge|PUBLIC|EXECUTE|NO
pg_catalog|int24gt|PUBLIC|EXECUTE|NO
pg_catalog|int24le|PUBLIC|EXECUTE|NO
pg_catalog|int24lt|PUBLIC|EXECUTE|NO
pg_catalog|int24mi|PUBLIC|EXECUTE|NO
pg_catalog|int24mul|PUBLIC|EXECUTE|NO
pg_catalog|int24ne|PUBLIC|EXECUTE|NO
pg_catalog|int24pl|PUBLIC|EXECUTE|NO
pg_catalog|int28div|PUBLIC|EXECUTE|NO
pg_catalog|int28eq|PUBLIC|EXECUTE|NO
pg_catalog|int28ge|PUBLIC|EXECUTE|NO
pg_catalog|int28gt|PUBLIC|EXECUTE|NO
pg_catalog|int28le|PUBLIC|EXECUTE|NO
pg_catalog|int28lt|PUBLIC|EXECUTE|NO
pg_catalog|int28mi|PUBLIC|EXECUTE|NO
pg_catalog|int28mul|PUBLIC|EXECUTE|NO
pg_catalog|int28ne|PUBLIC|EXECUTE|NO
pg_catalog|int28pl|PUBLIC|EXECUTE|NO
pg_catalog|int2_accum|PUBLIC|EXECUTE|NO
pg_catalog|int2_accum_inv|PUBLIC|EXECUTE|NO
pg_catalog|int2_avg_accum|PUBLIC|EXECUTE|NO
pg_catalog|int2_avg_accum_inv|PUBLIC|EXECUTE|NO
pg_catalog|int2_mul_cash|PUBLIC|EXECUTE|NO
pg_catalog|int2_sum|PUBLIC|EXECUTE|NO
pg_catalog|int2abs|PUBLIC|EXECUTE|NO
pg_catalog|int2and|PUBLIC|EXECUTE|NO
pg_catalog|int2div|PUBLIC|EXECUTE|NO
pg_catalog|int2eq|PUBLIC|EXECUTE|NO
pg_catalog|int2ge|PUBLIC|EXECUTE|NO
pg_catalog|int2gt|PUBLIC|EXECUTE|NO
pg_catalog|int2in|PUBLIC|EXECUTE|NO
pg_catalog|int2int4_sum|PUBLIC|EXECUTE|NO
pg_catalog|int2larger|PUBLIC|EXECUTE|NO
pg_catalog|int2le|PUBLIC|EXECUTE|NO
pg_catalog|int2lt|PUBLIC|EXECUTE|NO
pg_catalog|int2mi|PUBLIC|EXECUTE|NO
pg_catalog|int2mod|PUBLIC|EXECUTE|NO
pg_catalog|int2mul|PUBLIC|EXECUTE|NO
pg_catalog|int2ne|PUBLIC|EXECUTE|NO
pg_catalog|int2not|PUBLIC|EXECUTE|NO
pg_catalog|int2or|PUBLIC|EXECUTE|NO
pg_catalog|int2out|PUBLIC|EXECUTE|NO
pg_catalog|int2pl|PUBLIC|EXECUTE|NO
pg_catalog|int2recv|PUBLIC|EXECUTE|NO
pg_catalog|int2send|PUBLIC|EXECUTE|NO
pg_catalog|int2shl|PUBLIC|EXECUTE|NO
pg_catalog|int2shr|PUBLIC|EXECUTE|NO
pg_catalog|int2smaller|PUBLIC|EXECUTE|NO
pg_catalog|int2um|PUBLIC|EXECUTE|NO
pg_catalog|int2up|PUBLIC|EXECUTE|NO
pg_catalog|int2vectorin|PUBLIC|EXECUTE|NO
pg_catalog|int2vectorout|PUBLIC|EXECUTE|NO
pg_catalog|int2vectorrecv|PUBLIC|EXECUTE|NO
pg_catalog|int2vectorsend|PUBLIC|EXECUTE|NO
pg_catalog|int2xor|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int4|PUBLIC|EXECUTE|NO
pg_catalog|int42div|PUBLIC|EXECUTE|NO
pg_catalog|int42eq|PUBLIC|EXECUTE|NO
pg_catalog|int42ge|PUBLIC|EXECUTE|NO
